GroupID,Item,Rating,App,Data,Ease,Class,Semester,Lockdown
100,3,3,3,3,2,DB,Spring,PRE
100,5,3,3,3,2,DB,Spring,PRE
100,8,2,2,3,2,DB,Spring,PRE
100,9,2,2,3,2,DB,Spring,PRE
100,14,3,3,3,2,DB,Spring,PRE
100,15,2,2,2,2,DB,Spring,PRE
100,16,3,2,2,2,DB,Spring,PRE
100,19,2,2,2,2,DB,Spring,PRE
101,1,3,3,2,2,DB,Spring,PRE
101,2,3,3,3,2,DB,Spring,PRE
101,5,2,3,2,2,DB,Spring,PRE
101,9,2,3,2,2,DB,Spring,PRE
101,17,3,3,3,3,DB,Spring,PRE
101,6,2,2,2,3,DB,Spring,PRE
101,11,2,2,2,3,DB,Spring,PRE
101,12,2,1,2,2,DB,Spring,PRE
102,9,3,2,3,2,DB,Spring,PRE
102,14,2,2,2,2,DB,Spring,PRE
102,16,3,3,2,1,DB,Spring,PRE
102,17,2,2,2,1,DB,Spring,PRE
102,19,3,2,2,1,DB,Spring,PRE
102,3,2,2,2,2,DB,Spring,PRE
102,6,1,2,2,3,DB,Spring,PRE
102,7,1,2,2,3,DB,Spring,PRE
103,28,2,2,3,3,DM,Spring,PRE
103,31,3,3,2,2,DM,Spring,PRE
103,32,3,1,2,1,DM,Spring,PRE
103,40,3,2,3,2,DM,Spring,PRE
103,49,2,1,2,2,DM,Spring,PRE
103,56,2,3,2,1,DM,Spring,PRE
103,60,2,3,1,3,DM,Spring,PRE
103,67,1,2,2,3,DM,Spring,PRE
103,27,3,2,3,3,DM,Spring,PRE
103,33,2,2,2,1,DM,Spring,PRE
103,51,2,3,3,2,DM,Spring,PRE
103,68,3,1,2,2,DM,Spring,PRE
103,69,1,1,1,3,DM,Spring,PRE
104,21,2,2,2,2,DM,Spring,PRE
104,30,1,3,3,2,DM,Spring,PRE
104,31,2,2,3,2,DM,Spring,PRE
104,41,3,3,2,2,DM,Spring,PRE
104,64,2,2,3,2,DM,Spring,PRE
104,23,2,2,1,1,DM,Spring,PRE
104,28,1,1,2,2,DM,Spring,PRE
104,49,2,2,1,1,DM,Spring,PRE
105,25,2,2,2,1,DM,Spring,PRE
105,30,3,3,2,2,DM,Spring,PRE
105,32,2,2,3,2,DM,Spring,PRE
105,40,3,3,1,2,DM,Spring,PRE
105,69,2,2,2,2,DM,Spring,PRE
105,29,2,2,2,1,DM,Spring,PRE
105,39,2,2,1,2,DM,Spring,PRE
105,41,1,1,2,1,DM,Spring,PRE
106,21,2,3,1,1,DA,Spring,PRE
106,32,3,3,3,2,DA,Spring,PRE
106,38,3,3,2,1,DA,Spring,PRE
106,46,3,3,3,1,DA,Spring,PRE
106,47,2,3,2,1,DA,Spring,PRE
106,24,3,3,3,1,DA,Spring,PRE
106,26,3,2,3,1,DA,Spring,PRE
106,29,3,3,3,1,DA,Spring,PRE
107,26,3,3,3,3,DA,Spring,PRE
107,32,3,3,2,3,DA,Spring,PRE
107,33,3,3,2,2,DA,Spring,PRE
107,40,3,3,2,2,DA,Spring,PRE
107,41,3,3,3,2,DA,Spring,PRE
107,65,3,3,3,3,DA,Spring,PRE
107,22,3,3,2,2,DA,Spring,PRE
107,56,3,2,2,2,DA,Spring,PRE
107,59,3,2,2,2,DA,Spring,PRE
108,25,2,2,2,2,DA,Spring,PRE
108,48,1,2,2,2,DA,Spring,PRE
108,49,2,2,2,3,DA,Spring,PRE
108,27,2,2,2,2,DA,Spring,PRE
108,28,2,1,2,2,DA,Spring,PRE
108,35,1,1,3,1,DA,Spring,PRE
108,42,3,2,1,2,DA,Spring,PRE
108,46,2,2,2,2,DA,Spring,PRE
108,26,3,3,3,3,DA,Spring,PRE
108,30,2,2,2,3,DA,Spring,PRE
108,32,3,3,3,2,DA,Spring,PRE
108,39,3,3,3,2,DA,Spring,PRE
108,66,3,3,3,2,DA,Spring,PRE
108,51,1,1,2,1,DA,Spring,PRE
108,52,1,1,2,1,DA,Spring,PRE
108,56,3,3,3,3,DA,Spring,PRE
109,25,2,2,2,2,DA,Spring,PRE
109,26,3,3,2,3,DA,Spring,PRE
109,34,1,1,1,2,DA,Spring,PRE
109,40,2,1,2,2,DA,Spring,PRE
109,59,2,2,2,2,DA,Spring,PRE
109,28,2,2,2,2,DA,Spring,PRE
109,48,2,2,2,2,DA,Spring,PRE
109,51,2,3,3,2,DA,Spring,PRE
110,21,3,3,3,3,DA,Spring,PRE
110,23,3,3,3,3,DA,Spring,PRE
110,26,3,3,3,3,DA,Spring,PRE
110,29,3,3,3,3,DA,Spring,PRE
110,32,3,3,3,3,DA,Spring,PRE
110,35,3,3,3,3,DA,Spring,PRE
110,36,3,3,3,3,DA,Spring,PRE
110,38,3,3,3,3,DA,Spring,PRE
110,41,3,3,3,3,DA,Spring,PRE
110,42,3,3,3,3,DA,Spring,PRE
110,49,3,3,3,3,DA,Spring,PRE
110,57,3,3,3,3,DA,Spring,PRE
110,63,3,3,3,3,DA,Spring,PRE
110,66,3,3,3,3,DA,Spring,PRE
110,69,3,3,3,3,DA,Spring,PRE
110,22,3,3,2,3,DA,Spring,PRE
110,24,2,3,2,3,DA,Spring,PRE
110,25,2,2,2,2,DA,Spring,PRE
110,31,2,2,2,2,DA,Spring,PRE
110,37,2,2,2,2,DA,Spring,PRE
110,44,2,2,2,3,DA,Spring,PRE
110,68,2,2,2,2,DA,Spring,PRE
111,43,2,2,2,2,DA,Spring,PRE
111,56,3,3,2,2,DA,Spring,PRE
111,60,2,2,2,1,DA,Spring,PRE
111,61,2,2,2,1,DA,Spring,PRE
111,63,3,2,3,2,DA,Spring,PRE
111,21,3,2,2,2,DA,Spring,PRE
111,29,3,2,2,3,DA,Spring,PRE
111,33,2,1,2,2,DA,Spring,PRE
112,21,2,2,2,2,DA,Spring,PRE
112,49,3,3,3,3,DA,Spring,PRE
112,55,3,3,3,3,DA,Spring,PRE
112,60,2,2,2,2,DA,Spring,PRE
112,69,3,3,3,3,DA,Spring,PRE
112,23,2,2,2,2,DA,Spring,PRE
112,27,2,2,2,2,DA,Spring,PRE
112,30,2,2,2,2,DA,Spring,PRE
112,34,2,2,2,2,DA,Spring,PRE
112,44,2,2,2,2,DA,Spring,PRE
113,33,2,2,2,2,DA,Spring,PRE
113,49,1,1,1,1,DA,Spring,PRE
113,62,1,2,2,2,DA,Spring,PRE
113,69,2,1,1,1,DA,Spring,PRE
113,44,2,2,2,1,DA,Spring,PRE
113,52,3,2,3,2,DA,Spring,PRE
113,21,2,1,1,1,DA,Spring,PRE
113,28,2,2,2,2,DA,Spring,PRE
113,30,1,1,1,1,DA,Spring,PRE
113,37,2,1,2,1,DA,Spring,PRE
113,41,1,2,1,1,DA,Spring,PRE
113,25,2,2,2,2,DA,Spring,PRE
113,36,2,3,1,2,DA,Spring,PRE
113,43,3,2,2,2,DA,Spring,PRE
114,1,3,3,3,3,DB,Fall,PRE
114,2,3,3,3,3,DB,Fall,PRE
114,3,3,3,3,3,DB,Fall,PRE
114,4,3,3,3,3,DB,Fall,PRE
114,5,3,3,3,3,DB,Fall,PRE
114,6,1,1,1,1,DB,Fall,PRE
114,7,1,1,1,1,DB,Fall,PRE
114,8,1,1,1,1,DB,Fall,PRE
114,9,1,1,1,1,DB,Fall,PRE
114,10,1,1,1,1,DB,Fall,PRE
115,9,4,4,4,4,DB,Fall,PRE
115,10,4,4,4,4,DB,Fall,PRE
115,13,4,4,4,4,DB,Fall,PRE
115,14,4,4,4,4,DB,Fall,PRE
115,20,4,4,4,4,DB,Fall,PRE
115,11,2,2,2,2,DB,Fall,PRE
115,16,2,2,2,2,DB,Fall,PRE
115,17,2,2,2,2,DB,Fall,PRE
116,1,5,5,5,4,DB,Fall,PRE
116,4,4,5,5,5,DB,Fall,PRE
116,6,4,5,4,4,DB,Fall,PRE
116,9,5,5,4,5,DB,Fall,PRE
116,10,5,4,5,4,DB,Fall,PRE
116,15,3,2,3,2,DB,Fall,PRE
116,16,2,3,2,3,DB,Fall,PRE
116,17,3,2,3,2,DB,Fall,PRE
117,1,4,4,5,4,DB,Fall,PRE
117,2,4,4,4,4,DB,Fall,PRE
117,3,5,5,5,4,DB,Fall,PRE
117,4,5,5,5,4,DB,Fall,PRE
117,12,5,5,5,4,DB,Fall,PRE
117,5,2,1,2,2,DB,Fall,PRE
117,8,2,2,3,3,DB,Fall,PRE
117,15,2,1,3,2,DB,Fall,PRE
118,1,5,4,4,4,DB,Fall,PRE
118,3,5,4,4,3,DB,Fall,PRE
118,8,4,5,3,3,DB,Fall,PRE
118,9,4,4,3,4,DB,Fall,PRE
118,10,5,4,4,3,DB,Fall,PRE
118,11,4,4,5,3,DB,Fall,PRE
118,13,5,5,3,4,DB,Fall,PRE
118,14,5,5,5,4,DB,Fall,PRE
118,17,4,3,4,4,DB,Fall,PRE
118,20,5,4,4,4,DB,Fall,PRE
118,5,3,2,3,2,DB,Fall,PRE
118,16,3,2,2,2,DB,Fall,PRE
118,19,3,2,3,1,DB,Fall,PRE
119,4,4,5,4,3,DB,Fall,PRE
119,10,3,5,4,4,DB,Fall,PRE
119,11,5,5,4,4,DB,Fall,PRE
119,12,4,5,4,3,DB,Fall,PRE
119,18,4,5,4,3,DB,Fall,PRE
119,6,2,1,2,2,DB,Fall,PRE
119,7,2,2,2,3,DB,Fall,PRE
119,14,3,2,2,3,DB,Fall,PRE
120,1,5,5,5,4,DB,Fall,PRE
120,8,4,4,4,4,DB,Fall,PRE
120,14,4,4,3,4,DB,Fall,PRE
120,15,5,5,4,4,DB,Fall,PRE
120,18,5,5,5,5,DB,Fall,PRE
120,5,2,2,2,2,DB,Fall,PRE
120,9,2,2,2,2,DB,Fall,PRE
120,10,3,3,3,3,DB,Fall,PRE
121,1,5,5,5,4,DB,Fall,PRE
121,3,5,5,5,5,DB,Fall,PRE
121,4,4,4,4,4,DB,Fall,PRE
121,6,5,5,5,5,DB,Fall,PRE
121,7,5,5,5,4,DB,Fall,PRE
121,8,5,4,5,5,DB,Fall,PRE
121,9,5,5,5,5,DB,Fall,PRE
121,10,5,5,4,3,DB,Fall,PRE
121,12,5,5,5,5,DB,Fall,PRE
121,14,5,5,4,5,DB,Fall,PRE
121,16,4,5,4,4,DB,Fall,PRE
121,17,5,5,5,4,DB,Fall,PRE
121,18,5,5,5,5,DB,Fall,PRE
121,2,2,2,2,2,DB,Fall,PRE
121,15,2,2,2,2,DB,Fall,PRE
121,20,2,2,2,2,DB,Fall,PRE
122,4,5,5,5,4,DB,Fall,PRE
122,6,5,5,5,3,DB,Fall,PRE
122,9,5,5,4,3,DB,Fall,PRE
122,16,5,5,5,3,DB,Fall,PRE
122,19,4,4,3,4,DB,Fall,PRE
122,7,3,3,3,3,DB,Fall,PRE
122,12,3,3,3,3,DB,Fall,PRE
122,18,3,3,3,3,DB,Fall,PRE
123,1,4,4,4,4,DB,Fall,PRE
123,3,4,4,4,4,DB,Fall,PRE
123,6,5,4,4,5,DB,Fall,PRE
123,11,4,4,4,4,DB,Fall,PRE
123,18,4,4,4,4,DB,Fall,PRE
123,2,1,2,2,2,DB,Fall,PRE
123,9,2,2,2,2,DB,Fall,PRE
123,16,3,3,3,1,DB,Fall,PRE
124,1,5,5,4,4,DB,Fall,PRE
124,3,4,4,4,4,DB,Fall,PRE
124,8,5,5,4,4,DB,Fall,PRE
124,10,4,4,4,4,DB,Fall,PRE
124,15,5,5,4,4,DB,Fall,PRE
124,4,2,2,2,2,DB,Fall,PRE
124,13,2,2,2,2,DB,Fall,PRE
124,18,2,2,2,2,DB,Fall,PRE
125,1,4,4,4,3,DB,Fall,PRE
125,8,5,5,5,4,DB,Fall,PRE
125,10,5,5,4,3,DB,Fall,PRE
125,11,4,4,3,4,DB,Fall,PRE
125,16,5,5,4,3,DB,Fall,PRE
125,4,2,2,2,3,DB,Fall,PRE
125,9,1,1,1,3,DB,Fall,PRE
125,19,3,3,3,2,DB,Fall,PRE
126,1,4,5,5,4,DB,Fall,PRE
126,3,5,5,4,4,DB,Fall,PRE
126,6,4,3,4,4,DB,Fall,PRE
126,7,4,4,5,4,DB,Fall,PRE
126,14,5,5,5,4,DB,Fall,PRE
126,9,3,2,2,1,DB,Fall,PRE
126,10,2,3,2,2,DB,Fall,PRE
126,15,3,2,3,1,DB,Fall,PRE
127,26,4,4,5,4,DM,Fall,PRE
127,28,5,5,5,4,DM,Fall,PRE
127,40,5,4,5,4,DM,Fall,PRE
127,49,5,5,5,3,DM,Fall,PRE
127,68,4,4,4,5,DM,Fall,PRE
127,33,2,3,3,1,DM,Fall,PRE
127,34,2,2,3,2,DM,Fall,PRE
127,48,1,1,3,1,DM,Fall,PRE
127,53,2,2,3,1,DM,Fall,PRE
127,64,3,3,3,3,DM,Fall,PRE
128,21,5,5,5,5,DM,Fall,PRE
128,25,5,5,4,4,DM,Fall,PRE
128,26,5,5,5,4,DM,Fall,PRE
128,28,4,4,4,4,DM,Fall,PRE
128,29,4,4,4,4,DM,Fall,PRE
128,24,2,2,2,2,DM,Fall,PRE
128,52,2,2,2,2,DM,Fall,PRE
128,62,2,2,2,2,DM,Fall,PRE
129,23,4,4,4,4,DM,Fall,PRE
129,25,4,3,4,4,DM,Fall,PRE
129,26,5,5,5,4,DM,Fall,PRE
129,38,4,4,3,4,DM,Fall,PRE
129,42,5,5,5,4,DM,Fall,PRE
129,22,1,2,2,2,DM,Fall,PRE
129,30,2,3,1,2,DM,Fall,PRE
129,40,2,2,2,2,DM,Fall,PRE
130,25,4,4,4,4,DM,Fall,PRE
130,30,4,5,4,4,DM,Fall,PRE
130,41,5,4,4,4,DM,Fall,PRE
130,49,3,3,3,3,DM,Fall,PRE
130,60,4,4,4,4,DM,Fall,PRE
130,22,2,2,2,2,DM,Fall,PRE
130,26,3,3,2,3,DM,Fall,PRE
130,35,3,2,3,2,DM,Fall,PRE
131,21,4,4,5,4,DM,Fall,PRE
131,49,4,5,4,4,DM,Fall,PRE
131,51,5,5,5,4,DM,Fall,PRE
131,58,5,5,5,4,DM,Fall,PRE
131,69,4,4,4,4,DM,Fall,PRE
131,22,2,2,1,2,DM,Fall,PRE
131,28,1,2,1,1,DM,Fall,PRE
131,57,1,1,1,2,DM,Fall,PRE
132,21,5,5,5,5,DM,Fall,PRE
132,22,3,4,4,3,DM,Fall,PRE
132,26,5,4,5,4,DM,Fall,PRE
132,30,4,4,4,3,DM,Fall,PRE
132,31,4,5,5,4,DM,Fall,PRE
132,24,2,3,2,1,DM,Fall,PRE
132,28,3,3,2,3,DM,Fall,PRE
132,32,2,3,3,2,DM,Fall,PRE
133,26,4,5,4,5,DM,Fall,PRE
133,30,4,5,4,5,DM,Fall,PRE
133,58,4,4,4,5,DM,Fall,PRE
133,63,4,5,4,4,DM,Fall,PRE
133,69,4,5,4,4,DM,Fall,PRE
133,28,3,3,3,3,DM,Fall,PRE
133,66,3,2,3,3,DM,Fall,PRE
133,68,3,3,2,3,DM,Fall,PRE
134,21,4,4,4,4,DM,Fall,PRE
134,22,4,4,4,4,DM,Fall,PRE
134,31,4,4,4,4,DM,Fall,PRE
134,32,4,4,4,4,DM,Fall,PRE
134,39,4,4,4,4,DM,Fall,PRE
134,40,4,5,5,4,DM,Fall,PRE
134,50,4,4,5,4,DM,Fall,PRE
134,51,5,5,5,4,DM,Fall,PRE
134,64,4,4,4,4,DM,Fall,PRE
134,65,4,4,4,4,DM,Fall,PRE
134,29,2,1,1,3,DM,Fall,PRE
134,34,2,1,1,3,DM,Fall,PRE
134,38,2,2,1,3,DM,Fall,PRE
135,21,4,5,4,4,DM,Fall,PRE
135,26,4,4,4,5,DM,Fall,PRE
135,36,5,4,4,5,DM,Fall,PRE
135,38,5,4,5,4,DM,Fall,PRE
135,47,5,5,5,4,DM,Fall,PRE
135,57,5,5,5,4,DM,Fall,PRE
135,30,1,2,3,3,DM,Fall,PRE
135,37,2,2,2,2,DM,Fall,PRE
135,64,2,2,2,2,DM,Fall,PRE
135,68,1,1,2,3,DM,Fall,PRE
136,26,4,4,4,5,DA,Fall,PRE
136,31,5,4,5,3,DA,Fall,PRE
136,49,5,5,5,4,DA,Fall,PRE
136,65,3,3,3,3,DA,Fall,PRE
136,70,5,4,4,4,DA,Fall,PRE
136,29,1,2,2,1,DA,Fall,PRE
136,30,3,3,2,2,DA,Fall,PRE
136,64,2,1,3,2,DA,Fall,PRE
137,28,3,3,3,5,DA,Fall,PRE
137,32,5,5,5,4,DA,Fall,PRE
137,39,3,3,3,5,DA,Fall,PRE
137,44,4,4,4,4,DA,Fall,PRE
137,65,4,5,5,4,DA,Fall,PRE
137,24,3,3,3,3,DA,Fall,PRE
137,36,3,3,3,3,DA,Fall,PRE
137,53,2,2,2,2,DA,Fall,PRE
137,64,1,1,1,3,DA,Fall,PRE
137,68,1,1,1,3,DA,Fall,PRE
138,29,5,5,5,5,DA,Fall,PRE
138,33,5,5,4,4,DA,Fall,PRE
138,34,5,5,4,4,DA,Fall,PRE
138,64,5,5,4,4,DA,Fall,PRE
138,69,4,5,3,3,DA,Fall,PRE
138,30,1,3,2,2,DA,Fall,PRE
138,43,2,2,2,2,DA,Fall,PRE
138,70,2,2,2,2,DA,Fall,PRE
139,21,5,5,5,4,DA,Fall,PRE
139,23,4,3,3,3,DA,Fall,PRE
139,32,5,5,5,4,DA,Fall,PRE
139,34,3,4,3,3,DA,Fall,PRE
139,37,4,5,5,5,DA,Fall,PRE
139,66,5,3,3,3,DA,Fall,PRE
139,25,3,3,2,2,DA,Fall,PRE
139,26,1,1,1,1,DA,Fall,PRE
139,28,2,3,2,3,DA,Fall,PRE
140,21,5,4,4,4,DA,Fall,PRE
140,26,4,5,5,5,DA,Fall,PRE
140,36,5,5,4,4,DA,Fall,PRE
140,40,4,4,4,5,DA,Fall,PRE
140,56,5,4,5,5,DA,Fall,PRE
140,23,2,2,3,3,DA,Fall,PRE
140,27,3,3,2,2,DA,Fall,PRE
140,29,2,2,3,3,DA,Fall,PRE
140,34,3,3,2,2,DA,Fall,PRE
140,38,2,2,3,3,DA,Fall,PRE
141,21,5,5,5,4,DA,Fall,PRE
141,30,5,5,5,4,DA,Fall,PRE
141,49,5,5,5,4,DA,Fall,PRE
141,59,5,5,5,4,DA,Fall,PRE
141,62,5,5,5,4,DA,Fall,PRE
141,23,2,2,3,3,DA,Fall,PRE
141,39,2,2,3,2,DA,Fall,PRE
141,40,2,2,3,3,DA,Fall,PRE
141,64,2,2,3,3,DA,Fall,PRE
142,21,4,4,4,4,DA,Fall,PRE
142,27,5,5,4,4,DA,Fall,PRE
142,33,5,5,4,4,DA,Fall,PRE
142,40,4,5,3,4,DA,Fall,PRE
142,49,4,4,4,4,DA,Fall,PRE
142,29,2,2,2,2,DA,Fall,PRE
142,45,1,1,1,1,DA,Fall,PRE
142,46,2,2,2,1,DA,Fall,PRE
143,26,4,4,5,4,DA,Fall,PRE
143,33,5,4,5,5,DA,Fall,PRE
143,41,4,4,4,4,DA,Fall,PRE
143,62,5,4,5,5,DA,Fall,PRE
143,65,4,5,5,5,DA,Fall,PRE
143,25,3,3,2,2,DA,Fall,PRE
143,34,3,2,2,3,DA,Fall,PRE
143,46,2,2,3,2,DA,Fall,PRE
144,25,4,4,4,4,DA,Fall,PRE
144,32,5,4,4,4,DA,Fall,PRE
144,36,5,4,3,4,DA,Fall,PRE
144,49,5,4,4,4,DA,Fall,PRE
144,61,4,4,4,4,DA,Fall,PRE
144,27,2,1,2,2,DA,Fall,PRE
144,31,2,1,2,2,DA,Fall,PRE
144,37,2,2,2,2,DA,Fall,PRE
145,21,3,3,3,3,DA,Fall,PRE
145,23,4,4,3,4,DA,Fall,PRE
145,24,3,5,4,5,DA,Fall,PRE
145,26,4,4,3,3,DA,Fall,PRE
145,27,4,4,4,3,DA,Fall,PRE
145,31,1,1,1,2,DA,Fall,PRE
145,52,1,1,2,1,DA,Fall,PRE
145,53,1,1,2,1,DA,Fall,PRE
145,67,1,1,2,2,DA,Fall,PRE
146,26,5,5,5,5,DA,Fall,PRE
146,28,4,4,4,4,DA,Fall,PRE
146,35,4,4,4,4,DA,Fall,PRE
146,36,4,4,4,4,DA,Fall,PRE
146,49,4,4,4,4,DA,Fall,PRE
146,22,1,1,1,1,DA,Fall,PRE
146,23,2,2,2,2,DA,Fall,PRE
146,51,2,2,2,2,DA,Fall,PRE
147,25,4,4,4,4,DA,Fall,PRE
147,35,4,4,4,5,DA,Fall,PRE
147,49,4,4,4,4,DA,Fall,PRE
147,65,4,4,4,5,DA,Fall,PRE
147,69,4,4,4,4,DA,Fall,PRE
147,22,3,2,3,2,DA,Fall,PRE
147,24,2,2,2,1,DA,Fall,PRE
147,53,3,2,3,2,DA,Fall,PRE
148,21,5,5,4,4,DA,Fall,PRE
148,26,4,4,4,4,DA,Fall,PRE
148,30,4,4,4,5,DA,Fall,PRE
148,31,5,5,5,4,DA,Fall,PRE
148,49,4,5,5,4,DA,Fall,PRE
148,69,5,5,5,5,DA,Fall,PRE
148,41,2,2,1,1,DA,Fall,PRE
148,44,1,1,1,1,DA,Fall,PRE
148,57,2,3,2,2,DA,Fall,PRE
149,21,4,5,5,3,DA,Fall,PRE
149,30,5,4,4,4,DA,Fall,PRE
149,33,5,5,5,4,DA,Fall,PRE
149,49,4,4,5,3,DA,Fall,PRE
149,54,5,5,5,4,DA,Fall,PRE
149,23,2,1,1,3,DA,Fall,PRE
149,27,2,2,2,2,DA,Fall,PRE
149,28,1,1,1,1,DA,Fall,PRE
150,21,5,4,4,4,DA,Fall,PRE
150,25,5,5,4,4,DA,Fall,PRE
150,30,5,5,5,4,DA,Fall,PRE
150,31,5,5,5,4,DA,Fall,PRE
150,33,5,4,4,4,DA,Fall,PRE
150,23,2,2,2,2,DA,Fall,PRE
150,27,2,1,2,1,DA,Fall,PRE
150,52,2,2,2,3,DA,Fall,PRE
151,21,5,5,5,4,DA,Fall,PRE
151,23,5,5,4,4,DA,Fall,PRE
151,25,5,5,4,4,DA,Fall,PRE
151,32,5,5,5,5,DA,Fall,PRE
151,45,5,4,4,4,DA,Fall,PRE
151,49,5,5,5,5,DA,Fall,PRE
151,30,3,3,3,3,DA,Fall,PRE
151,36,1,2,2,3,DA,Fall,PRE
151,44,2,3,3,2,DA,Fall,PRE
151,52,2,1,2,3,DA,Fall,PRE
152,25,3,4,4,3,DA,Fall,PRE
152,30,5,4,3,3,DA,Fall,PRE
152,36,5,3,4,4,DA,Fall,PRE
152,61,4,3,4,4,DA,Fall,PRE
152,69,5,5,5,4,DA,Fall,PRE
152,22,2,1,2,2,DA,Fall,PRE
152,27,2,1,1,2,DA,Fall,PRE
152,46,1,2,2,2,DA,Fall,PRE
153,33,4,4,4,4,DA,Fall,PRE
153,41,4,4,3,3,DA,Fall,PRE
153,58,4,3,5,5,DA,Fall,PRE
153,61,4,3,5,5,DA,Fall,PRE
153,70,4,5,4,4,DA,Fall,PRE
153,23,1,2,2,2,DA,Fall,PRE
153,25,3,2,3,3,DA,Fall,PRE
153,36,2,2,1,1,DA,Fall,PRE
154,21,4,4,4,4,DA,Fall,PRE
154,30,5,5,4,5,DA,Fall,PRE
154,36,5,5,5,5,DA,Fall,PRE
154,47,5,5,4,5,DA,Fall,PRE
154,49,5,5,5,5,DA,Fall,PRE
154,25,3,3,3,1,DA,Fall,PRE
154,26,2,3,2,2,DA,Fall,PRE
154,28,3,2,3,1,DA,Fall,PRE
155,21,5,5,5,5,DA,Fall,PRE
155,26,4,4,5,5,DA,Fall,PRE
155,34,4,4,4,5,DA,Fall,PRE
155,45,5,5,5,5,DA,Fall,PRE
155,50,5,4,5,5,DA,Fall,PRE
155,65,5,5,5,5,DA,Fall,PRE
155,36,2,2,3,3,DA,Fall,PRE
155,60,2,2,3,3,DA,Fall,PRE
155,64,2,2,2,3,DA,Fall,PRE
156,25,5,5,5,5,DA,Fall,PRE
156,30,3,3,3,4,DA,Fall,PRE
156,32,4,4,4,4,DA,Fall,PRE
156,41,3,4,3,4,DA,Fall,PRE
156,62,4,4,4,4,DA,Fall,PRE
156,37,2,1,2,1,DA,Fall,PRE
156,38,2,2,1,1,DA,Fall,PRE
156,44,2,2,1,1,DA,Fall,PRE
157,21,4,4,4,4,DM,Spring,PRE
157,40,5,4,4,3,DM,Spring,PRE
157,63,5,5,3,3,DM,Spring,PRE
157,23,1,2,3,3,DM,Spring,PRE
157,24,1,1,2,2,DM,Spring,PRE
157,25,2,3,3,2,DM,Spring,PRE
158,25,5,5,5,5,DM,Spring,PRE
158,26,4,4,3,3,DM,Spring,PRE
158,59,3,2,4,3,DM,Spring,PRE
158,23,2,2,5,3,DM,Spring,PRE
158,24,2,3,3,4,DM,Spring,PRE
158,30,3,5,3,3,DM,Spring,PRE
159,21,4,3,3,4,DM,Spring,PRE
159,22,4,3,3,3,DM,Spring,PRE
159,25,4,4,3,4,DM,Spring,PRE
159,28,4,3,3,3,DM,Spring,PRE
159,33,4,3,3,3,DM,Spring,PRE
159,34,4,3,3,4,DM,Spring,PRE
159,56,2,2,3,3,DM,Spring,PRE
159,64,2,3,2,3,DM,Spring,PRE
159,68,1,2,5,3,DM,Spring,PRE
160,21,5,5,5,4,DM,Spring,PRE
160,32,5,4,5,5,DM,Spring,PRE
160,49,5,5,5,5,DM,Spring,PRE
160,29,2,3,4,5,DM,Spring,PRE
160,36,2,3,4,5,DM,Spring,PRE
160,64,2,3,4,5,DM,Spring,PRE
161,21,5,3,3,5,DM,Spring,PRE
161,22,5,4,4,4,DM,Spring,PRE
